dataset,scaler,stratify,classifier,seed,acc_correct,uar_correct,acc_leakage,uar_leakage
svd,QuantileTransformer,False,svm,6,0.8048780487804879,0.7968726163234172,0.8079268292682927,0.8004958047292143
svd,QuantileTransformer,False,knn,6,0.725609756097561,0.7145690312738368,0.7317073170731707,0.7178489702517162
svd,QuantileTransformer,False,gaussianNB,6,0.6646341463414634,0.6857360793287567,0.6646341463414634,0.6867276887871854
svd,QuantileTransformer,False,lda,6,0.7804878048780488,0.7629290617848971,0.7926829268292683,0.7774218154080854
svd,QuantileTransformer,False,qda,6,0.7195121951219512,0.721205186880244,0.725609756097561,0.7264683447749809
svd,QuantileTransformer,False,dt,6,0.7591463414634146,0.7474828375286041,0.7560975609756098,0.743859649122807
svd,QuantileTransformer,False,rf,6,0.7987804878048781,0.7856598016781083,0.7987804878048781,0.7856598016781083
svd,QuantileTransformer,False,adaboost,6,0.8140243902439024,0.7998093058733791,0.8140243902439024,0.7998093058733791
svd,QuantileTransformer,False,mlp,6,0.7865853658536586,0.7820747520976354,0.774390243902439,0.7626239511823036
voiced,QuantileTransformer,False,svm,6,0.7142857142857143,0.6658823529411765,0.6190476190476191,0.5294117647058824
voiced,QuantileTransformer,False,knn,6,0.6190476190476191,0.548235294117647,0.6190476190476191,0.5858823529411765
voiced,QuantileTransformer,False,gaussianNB,6,0.5714285714285714,0.5835294117647059,0.5,0.5235294117647059
voiced,QuantileTransformer,False,lda,6,0.5,0.5047058823529411,0.5476190476190477,0.5352941176470588
voiced,QuantileTransformer,False,qda,6,0.5,0.5329411764705883,0.40476190476190477,0.5
voiced,QuantileTransformer,False,dt,6,0.5952380952380952,0.5564705882352942,0.6666666666666666,0.6352941176470588
